Date,Open
2010-01-20,20.47
2010-01-21,20.2
2010-01-22,19.7
2010-01-25,19.29
2010-01-26,19.62
2010-01-27,19.7
2010-01-28,19.52
2010-01-29,19.15
2010-02-01,18.32
2010-02-02,18.66
2010-02-03,18.59
2010-02-04,18.74
2010-02-05,18.35
2010-02-08,18.64
2010-02-09,18.71
2010-02-10,18.66
2010-02-11,18.56
2010-02-12,18.87
2010-02-16,19.24
2010-02-17,19.45
2010-02-18,19.21
2010-02-19,19.23
2010-02-22,19.27
2010-02-23,19.05
2010-02-24,18.88
2010-02-25,18.8
2010-02-26,19.28
2010-03-01,19.6
2010-03-02,20
2010-03-03,19.9
2010-03-04,19.94
2010-03-05,20.47
2010-03-08,20.96
2010-03-09,20.8
2010-03-10,21.32
2010-03-11,21.33
2010-03-12,21.66
2010-03-15,21.47
2010-03-16,21.35
2010-03-17,21.42
2010-03-18,21.35
2010-03-19,21.41
2010-03-22,21
2010-03-23,21.49
2010-03-24,21.68
2010-03-25,22
2010-03-26,21.81
2010-03-29,22.2
2010-03-30,22.54
2010-03-31,22.43
2010-04-01,22.62
2010-04-05,22.38
2010-04-06,22.69
2010-04-07,22.82
2010-04-08,22.9
2010-04-09,23
2010-04-12,23.07
2010-04-13,23.04
2010-04-14,23.36
2010-04-15,23.41
2010-04-16,23.68
2010-04-19,23.53
2010-04-20,23.68
2010-04-21,24.65
2010-04-22,24.6
2010-04-23,25.53
2010-04-26,25.9
2010-04-27,25.46
2010-04-28,25.08
2010-04-29,25.05
2010-04-30,25.65
2010-05-03,25.13
2010-05-04,25.04
2010-05-05,24.1
2010-05-06,24.18
2010-05-07,23.22
2010-05-10,23.84
2010-05-11,23.99
2010-05-12,24.69
2010-05-13,25.07
2010-05-14,24.31
2010-05-17,24.26
2010-05-18,24.48
2010-05-19,23.77
2010-05-20,23.04
2010-05-21,22.18
2010-05-24,23.56
2010-05-25,22.8
2010-05-26,23.82
2010-05-27,23.87
2010-05-28,24.71
2010-06-01,24.74
2010-06-02,25.2
2010-06-03,25.26
2010-06-04,24.6
2010-06-07,24.6
2010-06-08,24.12
2010-06-09,23.95
2010-06-10,23.32
2010-06-11,23.65
2010-06-14,24.38
2010-06-15,24.35
2010-06-16,24.87
2010-06-17,25.78
2010-06-18,25.93
2010-06-21,26.45
2010-06-22,25.93
2010-06-23,26.16
2010-06-24,25.81
2010-06-25,25.73
2010-06-28,25.43
2010-06-29,25.16
2010-06-30,24.45
2010-07-01,24.22
2010-07-02,23.86
2010-07-06,23.91
2010-07-07,23.86
2010-07-08,25
2010-07-09,24.47
2010-07-12,24.63
2010-07-13,24.42
2010-07-14,23.76
2010-07-15,23.65
2010-07-16,24.12
2010-07-19,23.8
2010-07-20,23.14
2010-07-21,25.25
2010-07-22,24.55
2010-07-23,24.49
2010-07-26,24.77
2010-07-27,24.85
2010-07-28,25.12
2010-07-29,24.83
2010-07-30,24.38
2010-08-02,24.81
2010-08-03,24.86
2010-08-04,25.04
2010-08-05,24.93
2010-08-06,24.75
2010-08-09,24.91
2010-08-10,24.75
2010-08-11,24.33
2010-08-12,23.5
2010-08-13,23.97
2010-08-16,23.58
2010-08-17,23.82
2010-08-18,24.04
2010-08-19,24.08
2010-08-20,23.76
2010-08-23,23.98
2010-08-24,23.12
2010-08-25,22.68
2010-08-26,23.38
2010-08-27,23.03
2010-08-30,22.93
2010-08-31,23.04
2010-09-01,23.57
2010-09-02,23.93
2010-09-03,24.3
2010-09-07,24.45
2010-09-08,24.75
2010-09-09,25.25
2010-09-10,25.07
2010-09-13,25.32
2010-09-14,25.36
2010-09-15,25.55
2010-09-16,25.74
2010-09-17,26.45
2010-09-20,26.3
2010-09-21,27.04
2010-09-22,26.93
2010-09-23,27.28
2010-09-24,27.82
2010-09-27,28
2010-09-28,27.79
2010-09-29,27.36
2010-09-30,27.53
2010-10-01,27.26
2010-10-04,26.82
2010-10-05,26.86
2010-10-06,27.59
2010-10-07,27.66
2010-10-08,27.79
2010-10-11,28.08
2010-10-12,28.14
2010-10-13,28.6
2010-10-14,28.74
2010-10-15,29.29
2010-10-18,30.34
2010-10-19,28.9
2010-10-20,29.43
2010-10-21,29.75
2010-10-22,29.44
2010-10-25,29.44
2010-10-26,29.23
2010-10-27,29.31
2010-10-28,29.33
2010-10-29,28.98
2010-11-01,28.79
2010-11-02,29.24
2010-11-03,29.66
2010-11-04,30.05
2010-11-05,30.29
2010-11-08,30.22
2010-11-09,30.58
2010-11-10,30.16
2010-11-11,30.01
2010-11-12,30.1
2010-11-15,29.38
2010-11-16,29.12
2010-11-17,28.69
2010-11-18,29.07
2010-11-19,29.34
2010-11-22,29.21
2010-11-23,29.57
2010-11-24,29.72
2010-11-26,29.89
2010-11-29,30.05
2010-11-30,29.87
2010-12-01,30.03
2010-12-02,30.25
2010-12-03,30.2
2010-12-06,30.35
2010-12-07,30.84
2010-12-08,30.45
2010-12-09,30.69
2010-12-10,30.45
2010-12-13,30.9
2010-12-14,30.65
2010-12-15,30.48
2010-12-16,30.59
2010-12-17,30.64
2010-12-20,30.63
2010-12-21,30.77
2010-12-22,30.9
2010-12-23,30.96
2010-12-27,30.75
2010-12-28,31.05
2010-12-29,31.07
2010-12-30,31
2010-12-31,30.76
2011-01-03,31.02
2011-01-04,31.67
2011-01-05,31.39
2011-01-06,31.88
2011-01-07,31.82
2011-01-10,32.28
2011-01-11,32.85
2011-01-12,32.7
2011-01-13,32.88
2011-01-14,32.95
2011-01-18,31.39
2011-01-19,33.18
2011-01-20,32.05
2011-01-21,31.79
2011-01-24,31.14
2011-01-25,32.04
2011-01-26,32.67
2011-01-27,32.75
2011-01-28,32.78
2011-01-31,31.99
2011-02-01,32.51
2011-02-02,32.81
2011-02-03,32.75
2011-02-04,32.73
2011-02-07,33.14
2011-02-08,33.69
2011-02-09,33.83
2011-02-10,34.04
2011-02-11,33.79
2011-02-14,33.99
2011-02-15,34.22
2011-02-16,34.37
2011-02-17,34.03
2011-02-18,34.17
2011-02-22,32.59
2011-02-23,32.27
2011-02-24,32.77
2011-02-25,32.89
2011-02-28,33.46
2011-03-01,33.86
2011-03-02,33.34
2011-03-03,34.03
2011-03-04,34.3
2011-03-07,34.43
2011-03-08,33.81
2011-03-09,33.79
2011-03-10,33.26
2011-03-11,32.9
2011-03-14,33.64
2011-03-15,32.59
2011-03-16,32.58
2011-03-17,32.09
2011-03-18,32.11
2011-03-21,32.01
2011-03-22,32.63
2011-03-23,32.32
2011-03-24,32.56
2011-03-25,33.16
2011-03-28,33.64
2011-03-29,33.12
2011-03-30,33.4
2011-03-31,32.99
2011-04-01,33.45
2011-04-04,32.8
2011-04-05,32.1
2011-04-06,32.5
2011-04-07,32.21
2011-04-08,32.38
2011-04-11,31.82
2011-04-12,31.48
2011-04-13,31.91
2011-04-14,31.89
2011-04-15,31.75
2011-04-18,31.06
2011-04-19,31.73
2011-04-20,32.72
2011-04-21,33.82
2011-04-25,33.37
2011-04-26,33.68
2011-04-27,33.55
2011-04-28,32.98
2011-04-29,33.03
2011-05-02,33.32
2011-05-03,33.15
2011-05-04,33.17
2011-05-05,33.19
2011-05-06,33.31
2011-05-09,33.14
2011-05-10,33.23
2011-05-11,33.25
2011-05-12,32.97
2011-05-13,32.93
2011-05-16,32.31
2011-05-17,31.63
2011-05-18,32.05
2011-05-19,32.59
2011-05-20,32.35
2011-05-23,31.43
2011-05-24,31.96
2011-05-25,31.76
2011-05-26,32
2011-05-27,31.89
2011-05-31,32.49
2011-06-01,33.23
2011-06-02,33.01
2011-06-03,32.69
2011-06-06,32.93
2011-06-07,32.21
2011-06-08,31.6
2011-06-09,31.74
2011-06-10,31.49
2011-06-13,31.17
2011-06-14,31.43
2011-06-15,31.41
2011-06-16,31.14
2011-06-17,31.34
2011-06-20,30.23
2011-06-21,30.17
2011-06-22,30.97
2011-06-23,30.38
2011-06-24,31.57
2011-06-27,31.21
2011-06-28,31.78
2011-06-29,32.01
2011-06-30,31.88
2011-07-01,32
2011-07-05,32.67
2011-07-06,33.24
2011-07-07,33.79
2011-07-08,33.66
2011-07-11,33.94
2011-07-12,33.68
2011-07-13,34.13
2011-07-14,34.39
2011-07-15,34.4
2011-07-18,34.81
2011-07-19,36.01
2011-07-20,37.73
2011-07-21,36.86
2011-07-22,36.99
2011-07-25,37.18
2011-07-26,38.1
2011-07-27,38.16
2011-07-28,37.3
2011-07-29,36.93
2011-08-01,37.89
2011-08-02,37.88
2011-08-03,37.24
2011-08-04,37.09
2011-08-05,36.24
2011-08-08,34.45
2011-08-09,34.42
2011-08-10,35.35
2011-08-11,35.29
2011-08-12,36.01
2011-08-15,36.16
2011-08-16,36.34
2011-08-17,36.42
2011-08-18,35.33
2011-08-19,34.5
2011-08-22,34.72
2011-08-23,34.32
2011-08-24,35.58
2011-08-25,34.78
2011-08-26,35.36
2011-08-29,36.98
2011-08-30,36.98
2011-08-31,37.2
2011-09-01,36.75
2011-09-02,35.7
2011-09-06,34.99
2011-09-07,36.73
2011-09-08,36.43
2011-09-09,36.57
2011-09-12,35.53
2011-09-13,36.4
2011-09-14,36.87
2011-09-15,37.29
2011-09-16,37.68
2011-09-19,37.82
2011-09-20,39.56
2011-09-21,39.97
2011-09-22,38.2
2011-09-23,38.13
2011-09-26,38.09
2011-09-27,38.93
2011-09-28,38.12
2011-09-29,38.29
2011-09-30,36.88
2011-10-03,36.23
2011-10-04,35.68
2011-10-05,35.04
2011-10-06,35.56
2011-10-07,35.8
2011-10-10,36.11
2011-10-11,37.4
2011-10-12,38.8
2011-10-13,38.58
2011-10-14,39.71
2011-10-17,40.17
2011-10-18,40.18
2011-10-19,38.23
2011-10-20,38.1
2011-10-21,37.92
2011-10-24,37.74
2011-10-25,38.58
2011-10-26,38.27
2011-10-27,38.82
2011-10-28,38.39
2011-10-31,38.33
2011-11-01,37.86
2011-11-02,38.11
2011-11-03,38.01
2011-11-04,38.3
2011-11-07,38.09
2011-11-08,38.31
2011-11-09,37.81
2011-11-10,37.82
2011-11-11,36.83
2011-11-14,36.53
2011-11-15,36.27
2011-11-16,37.08
2011-11-17,36.58
2011-11-18,36.1
2011-11-21,35.28
2011-11-22,35.34
2011-11-23,35.67
2011-11-25,35.09
2011-11-28,35.47
2011-11-29,35.8
2011-11-30,36.32
2011-12-01,36.44
2011-12-02,37.13
2011-12-05,37.48
2011-12-06,37.39
2011-12-07,37.14
2011-12-08,37.29
2011-12-09,37.42
2011-12-12,37.31
2011-12-13,37.44
2011-12-14,36.84
2011-12-15,36.52
2011-12-16,36.23
2011-12-19,36.43
2011-12-20,36.94
2011-12-21,37.79
2011-12-22,37.82
2011-12-23,38.07
2011-12-27,38.4
2011-12-28,38.76
2011-12-29,38.43
2011-12-30,38.44
2012-01-03,39
2012-01-04,39.06
2012-01-05,39.53
2012-01-06,39.99
2012-01-09,40.53
2012-01-10,40.57
2012-01-11,40.26
2012-01-12,40.23
2012-01-13,39.98
2012-01-17,40.41
2012-01-18,40.67
2012-01-19,40.98
2012-01-20,40.72
2012-01-23,40.26
2012-01-24,40.49
2012-01-25,43.29
2012-01-26,42.71
2012-01-27,42.33
2012-01-30,42.46
2012-01-31,43.4
2012-02-01,43.67
2012-02-02,43.43
2012-02-03,43.56
2012-02-06,43.66
2012-02-07,44.32
2012-02-08,44.82
2012-02-09,45.8
2012-02-10,46.77
2012-02-13,47.58
2012-02-14,48.07
2012-02-15,48.99
2012-02-16,46.82
2012-02-17,47.93
2012-02-21,48.28
2012-02-22,48.87
2012-02-23,49.07
2012-02-24,49.5
2012-02-27,49.66
2012-02-28,50.29
2012-02-29,51.59
2012-03-01,52.22
2012-03-02,51.84
2012-03-05,51.96
2012-03-06,49.88
2012-03-07,51.13
2012-03-08,50.93
2012-03-09,51.84
2012-03-12,52.29
2012-03-13,53.11
2012-03-14,55.06
2012-03-15,57.12
2012-03-16,55.7
2012-03-19,57
2012-03-20,57.11
2012-03-21,57.42
2012-03-22,56.94
2012-03-23,57.2
2012-03-26,57.13
2012-03-27,57.74
2012-03-28,58.91
2012-03-29,58.37
2012-03-30,57.99
2012-04-02,57.33
2012-04-03,59.76
2012-04-04,59.47
2012-04-05,59.72
2012-04-09,59.64
2012-04-10,60.96
2012-04-11,60.6
2012-04-12,59.54
2012-04-13,59.45
2012-04-16,58.11
2012-04-17,55.15
2012-04-18,58.46
2012-04-19,57.18
2012-04-20,56.33
2012-04-23,54.35
2012-04-24,53.59
2012-04-25,58.64
2012-04-26,58.51
2012-04-27,57.64
2012-04-30,56.94
2012-05-01,55.72
2012-05-02,55.27
2012-05-03,56.25
2012-05-04,54.97
2012-05-07,53.49
2012-05-08,54.26
2012-05-09,53.7
2012-05-10,54.73
2012-05-11,53.82
2012-05-14,53.59
2012-05-15,53.48
2012-05-16,52.78
2012-05-17,51.94
2012-05-18,50.86
2012-05-21,50.92
2012-05-22,54.25
2012-05-23,53.11
2012-05-24,54.86
2012-05-25,53.78
2012-05-29,54.38
2012-05-30,54.22
2012-05-31,55.32
2012-06-01,54.22
2012-06-04,53.49
2012-06-05,53.47
2012-06-06,54.08
2012-06-07,54.99
2012-06-08,54.45
2012-06-11,55.98
2012-06-12,54.72
2012-06-13,54.73
2012-06-14,54.41
2012-06-15,54.39
2012-06-18,54.39
2012-06-19,55.57
2012-06-20,56.03
2012-06-21,55.77
2012-06-22,55.16
2012-06-25,54.99
2012-06-26,54.42
2012-06-27,54.77
2012-06-28,54.46
2012-06-29,55.06
2012-07-02,55.7
2012-07-03,56.67
2012-07-05,57.21
2012-07-06,57.83
2012-07-09,57.66
2012-07-10,58.87
2012-07-11,57.74
2012-07-12,57.18
2012-07-13,57.44
2012-07-16,57.64
2012-07-17,58.18
2012-07-18,57.78
2012-07-19,58.23
2012-07-20,58.4
2012-07-23,56.62
2012-07-24,57.86
2012-07-25,54.72
2012-07-26,55.23
2012-07-27,54.77
2012-07-30,56.29
2012-07-31,57.46
2012-08-01,58.67
2012-08-02,57.43
2012-08-03,58.45
2012-08-06,58.8
2012-08-07,59.32
2012-08-08,59
2012-08-09,60.67
2012-08-10,60.75
2012-08-13,61.21
2012-08-14,62.05
2012-08-15,61.99
2012-08-16,61.98
2012-08-17,62.85
2012-08-20,63.83
2012-08-21,65.87
2012-08-22,64.26
2012-08-23,65.41
2012-08-24,64.76
2012-08-27,66.77
2012-08-28,66.28
2012-08-29,66.31
2012-08-30,65.85
2012-08-31,65.52
2012-09-04,65.38
2012-09-05,66.34
2012-09-06,66.1
2012-09-07,66.58
2012-09-10,66.82
2012-09-11,65.31
2012-09-12,65.48
2012-09-13,66.52
2012-09-14,67.75
2012-09-17,68.67
2012-09-18,68.73
2012-09-19,68.76
2012-09-20,68.65
2012-09-21,68.97
2012-09-24,67.45
2012-09-25,67.58
2012-09-26,65.67
2012-09-27,65.23
2012-09-28,66.65
2012-10-01,65.91
2012-10-02,64.99
2012-10-03,65.29
2012-10-04,65.91
2012-10-05,65.32
2012-10-08,63.52
2012-10-09,62.71
2012-10-10,62.82
2012-10-11,63.48
2012-10-12,61.82
2012-10-15,62.09
2012-10-16,62.39
2012-10-17,63.72
2012-10-18,62.81
2012-10-19,61.97
2012-10-22,60.14
2012-10-23,61.96
2012-10-24,61.02
2012-10-25,60.88
2012-10-26,59.84
2012-10-31,58.41
2012-11-01,58.74
2012-11-02,58.51
2012-11-05,57.3
2012-11-06,57.96
2012-11-07,58.2
2012-11-08,56.86
2012-11-09,54.81
2012-11-12,56.2
2012-11-13,54.66
2012-11-14,55.33
2012-11-15,54.52
2012-11-16,53.27
2012-11-19,54.84
2012-11-20,58.01
2012-11-21,57.23
2012-11-23,57.52
2012-11-26,58.41
2012-11-27,59.79
2012-11-28,58.55
2012-11-29,59.86
2012-11-30,59.51
2012-12-03,60.21
2012-12-04,59.01
2012-12-05,57.7
2012-12-06,53.65
2012-12-07,56.13
2012-12-10,53.25
2012-12-11,54.75
2012-12-12,55.56
2012-12-13,53.87
2012-12-14,52.21
2012-12-17,51.62
2012-12-18,53.25
2012-12-19,53.9
2012-12-20,53.75
2012-12-21,51.98
2012-12-24,52.78
2012-12-26,52.64
2012-12-27,52.09
2012-12-28,51.76
2012-12-31,51.78
2013-01-02,56.17
2013-01-03,55.57
2013-01-04,54.46
2013-01-07,52.94
2013-01-08,53.67
2013-01-09,52.99
2013-01-10,53.61
2013-01-11,52.84
2013-01-14,50.98
2013-01-15,50.54
2013-01-16,50.17
2013-01-17,51.76
2013-01-18,50.56
2013-01-22,51.17
2013-01-23,51.61
2013-01-24,46.66
2013-01-25,45.81
2013-01-28,44.41
2013-01-29,46.5
2013-01-30,46.35
2013-01-31,46.35
2013-02-01,46.56
2013-02-04,46.04
2013-02-05,45.04
2013-02-06,46.3
2013-02-07,48.97
2013-02-08,50.11
2013-02-11,50.37
2013-02-12,50.69
2013-02-13,49.39
2013-02-14,49.11
2013-02-15,49.56
2013-02-19,48.74
2013-02-20,48.38
2013-02-21,47.15
2013-02-22,47.49
2013-02-25,47.98
2013-02-26,46.92
2013-02-27,47.4
2013-02-28,46.94
2013-03-01,46.3
2013-03-04,45.22
2013-03-05,44.56
2013-03-06,45.93
2013-03-07,44.87
2013-03-08,45.43
2013-03-11,45.43
2013-03-12,46.05
2013-03-13,45.29
2013-03-14,45.76
2013-03-15,46.29
2013-03-18,46.67
2013-03-19,48.57
2013-03-20,48.35
2013-03-21,47.59
2013-03-22,48.05
2013-03-25,49.12
2013-03-26,49.2
2013-03-27,48.25
2013-03-28,47.55
2013-04-01,46.71
2013-04-02,45.2
2013-04-03,45.6
2013-04-04,45.85
2013-04-05,44.87
2013-04-08,44.91
2013-04-09,45.07
2013-04-10,45.26
2013-04-11,45.85
2013-04-12,45.89
2013-04-15,45.14
2013-04-16,44.56
2013-04-17,44.43
2013-04-18,42.81
2013-04-19,41.01
2013-04-22,41.51
2013-04-23,42.71
2013-04-24,41.6
2013-04-25,43.47
2013-04-26,43.32
2013-04-29,44.45
2013-04-30,46
2013-05-01,46.98
2013-05-02,46.7
2013-05-03,47.71
2013-05-06,48.17
2013-05-07,49.15
2013-05-08,48.53
2013-05-09,50.95
2013-05-10,50.75
2013-05-13,50.03
2013-05-14,50.29
2013-05-15,48.66
2013-05-16,46.9
2013-05-17,48.65
2013-05-20,47.86
2013-05-21,48.55
2013-05-22,49.21
2013-05-23,48.31
2013-05-24,48.85
2013-05-28,49.85
2013-05-29,48.76
2013-05-30,49.38
2013-05-31,50.14
2013-06-03,49.95
2013-06-04,50.22
2013-06-05,49.38
2013-06-06,49.36
2013-06-07,48.37
2013-06-10,49.28
2013-06-11,48.29
2013-06-12,48.7
2013-06-13,47.93
2013-06-14,48.25
2013-06-17,47.81
2013-06-18,47.82
2013-06-19,47.8
2013-06-20,46.46
2013-06-21,46.37
2013-06-24,45.14
2013-06-25,44.96
2013-06-26,44.76
2013-06-27,44.24
2013-06-28,43.37
2013-07-01,44.62
2013-07-02,45.43
2013-07-03,46.64
2013-07-05,46.58
2013-07-08,46.55
2013-07-09,45.83
2013-07-10,46.5
2013-07-11,46.87
2013-07-12,47.39
2013-07-15,47.1
2013-07-16,47.26
2013-07-17,47.62
2013-07-18,48.02
2013-07-19,47.99
2013-07-22,47.59
2013-07-23,47.21
2013-07-24,48.64
2013-07-25,48.84
2013-07-26,48.24
2013-07-29,48.85
2013-07-30,49.86
2013-07-31,50.42
2013-08-01,50.5
2013-08-02,50.75
2013-08-05,51.49
2013-08-06,51.86
2013-08-07,51.39
2013-08-08,53.88
2013-08-09,53.27
2013-08-12,53.06
2013-08-13,54.7
2013-08-14,57.83
2013-08-15,57.66
2013-08-16,58.09
2013-08-19,58.58
2013-08-20,59.2
2013-08-21,58.49
2013-08-22,58.65
2013-08-23,58.45
2013-08-26,58.16
2013-08-27,57.84
2013-08-28,56.45
2013-08-29,57.1
2013-08-30,57.14
2013-09-03,57.27
2013-09-04,58.02
2013-09-05,58.1
2013-09-06,57.89
2013-09-09,58.65
2013-09-10,58.79
2013-09-11,54.24
2013-09-12,54.41
2013-09-13,54.51
2013-09-16,53.54
2013-09-17,52.03
2013-09-18,53.8
2013-09-19,54.67
2013-09-20,55.52
2013-09-23,57.62
2013-09-24,57.48
2013-09-25,56.82
2013-09-26,56.45
2013-09-27,56.19
2013-09-30,55.43
2013-10-01,55.57
2013-10-02,56.4
2013-10-03,56.97
2013-10-04,56.2
2013-10-07,56.51
2013-10-08,56.9
2013-10-09,56.29
2013-10-10,57.06
2013-10-11,56.56
2013-10-14,56.89
2013-10-15,57.78
2013-10-16,58.16
2013-10-17,58.07
2013-10-18,58.77
2013-10-21,59.44
2013-10-22,61.14
2013-10-23,60.28
2013-10-24,60.98
2013-10-25,61.71
2013-10-28,61.45
2013-10-29,62.29
2013-10-30,60.35
2013-10-31,60.98
2013-11-01,60.86
2013-11-04,60.52
2013-11-05,60.93
2013-11-06,63.46
2013-11-07,62.9
2013-11-08,62.3
2013-11-11,62.95
2013-11-12,62.67
2013-11-13,62.71
2013-11-14,63.29
2013-11-15,63.75
2013-11-18,63.56
2013-11-19,62.84
2013-11-20,62.86
2013-11-21,62.66
2013-11-22,62.9
2013-11-25,63.08
2013-11-26,63.45
2013-11-27,64.93
2013-11-29,66.52
2013-12-02,67.55
2013-12-03,67.59
2013-12-04,68.46
2013-12-05,69.33
2013-12-06,68.5
2013-12-09,67.9
2013-12-10,68.23
2013-12-11,68.64
2013-12-12,68.06
2013-12-13,68.14
2013-12-16,67.19
2013-12-17,67.29
2013-12-18,66.55
2013-12-19,66.52
2013-12-20,66.03
2013-12-23,68.76
2013-12-24,68.99
2013-12-26,68.78
2013-12-27,68.26
2013-12-30,67.49
2013-12-31,67.09
2014-01-02,67.27
2014-01-03,66.93
2014-01-06,65.07
2014-01-07,65.9
2014-01-08,65.23
2014-01-09,66.2
2014-01-10,65.35
2014-01-13,64.15
2014-01-14,65.16
2014-01-15,67.01
2014-01-16,67.18
2014-01-17,66.76
2014-01-21,65.49
2014-01-22,66.7
2014-01-23,66.58
2014-01-24,67.07
2014-01-27,66.59
2014-01-28,61.59
2014-01-29,61.01
2014-01-30,60.84
2014-01-31,59.95
2014-02-03,60.85
2014-02-04,61.24
2014-02-05,61.33
2014-02-06,64.43
2014-02-07,65.86
2014-02-10,65.52
2014-02-11,67.03
2014-02-12,67.83
2014-02-13,67.54
2014-02-14,68.53
2014-02-18,68.97
2014-02-19,68.82
2014-02-20,67.33
2014-02-21,67.31
2014-02-24,66.09
2014-02-25,66.87
2014-02-26,66.15
2014-02-27,65.33
2014-02-28,66.84
2014-03-03,66.12
2014-03-04,67.08
2014-03-05,67.07
2014-03-06,67.31
2014-03-07,67.09
2014-03-10,66.75
2014-03-11,67.64
2014-03-12,67.52
2014-03-13,67.89
2014-03-14,66.8
2014-03-17,66.66
2014-03-18,66.43
2014-03-19,67.24
2014-03-20,66.94
2014-03-21,67.2
2014-03-24,68.02
2014-03-25,68.41
2014-03-26,69.04
2014-03-27,68.22
2014-03-28,68
2014-03-31,68.12
2014-04-01,67.93
2014-04-02,68.52
2014-04-03,68.39
2014-04-04,68.19
2014-04-07,66.7
2014-04-08,66.35
2014-04-09,66.02
2014-04-10,67.04
2014-04-11,65.56
2014-04-14,65.93
2014-04-15,65.72
2014-04-16,65.44
2014-04-17,65.69
2014-04-21,66.36
2014-04-22,66.74
2014-04-23,66.83
2014-04-24,71.78
2014-04-25,71.31
2014-04-28,72.36
2014-04-29,75
2014-04-30,74.87
2014-05-01,74.78
2014-05-02,74.83
2014-05-05,74.55
2014-05-06,76.02
2014-05-07,75.2
2014-05-08,77.32
2014-05-09,76.83
2014-05-12,77.22
2014-05-13,77.81
2014-05-14,77.87
2014-05-15,78.17
2014-05-16,77.37
2014-05-19,78.58
2014-05-20,79.45
2014-05-21,79.37
2014-05-22,79.73
2014-05-23,79.81
2014-05-27,80.95
2014-05-28,82.28
2014-05-29,82.52
2014-05-30,83.85
2014-06-02,83.33
2014-06-03,82.6
